GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,93000 [87000-99000],93000.00000,87000.00000,99000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,92000 [86000-98000],92000.00000,86000.00000,98000.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,34 [31-38],34.00000,31.00000,38.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IDN,Indonesia,,56 [49-64],56.00000,49.00000,64.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IDN,Indonesia,,55 [48-63],55.00000,48.00000,63.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IDN,Indonesia,,54 [47-61],54.00000,47.00000,61.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IDN,Indonesia,,52 [46-59],52.00000,46.00000,59.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IDN,Indonesia,,51 [45-56],51.00000,45.00000,56.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IDN,Indonesia,,50 [45-54],50.00000,45.00000,54.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IDN,Indonesia,,50 [46-54],50.00000,46.00000,54.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IDN,Indonesia,,49 [46-52],49.00000,46.00000,52.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IDN,Indonesia,,48 [45-51],48.00000,45.00000,51.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IDN,Indonesia,,48 [45-50],48.00000,45.00000,50.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IDN,Indonesia,,46 [44-49],46.00000,44.00000,49.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IDN,Indonesia,,45 [43-47],45.00000,43.00000,47.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IDN,Indonesia,,43 [41-45],43.00000,41.00000,45.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IDN,Indonesia,,41 [39-43],41.00000,39.00000,43.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,40 [37-42],40.00000,37.00000,42.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,37 [35-40],37.00000,35.00000,40.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,37 [34-39],37.00000,34.00000,39.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,36 [33-38],36.00000,33.00000,38.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,35 [33-37],35.00000,33.00000,37.00000,,,
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/17,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,34 [32-36],34.00000,32.00000,36.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,824000 [755000-897000],824000.00000,755000.00000,897000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IDN,Indonesia,,782000 [701000-868000],782000.00000,701000.00000,868000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IDN,Indonesia,,791000 [709000-878000],791000.00000,709000.00000,878000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IDN,Indonesia,,799000 [716000-886000],799000.00000,716000.00000,886000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IDN,Indonesia,,805000 [722000-893000],805000.00000,722000.00000,893000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IDN,Indonesia,,811000 [728000-898000],811000.00000,728000.00000,898000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IDN,Indonesia,,815000 [733000-903000],815000.00000,733000.00000,903000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IDN,Indonesia,,819000 [736000-905000],819000.00000,736000.00000,905000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IDN,Indonesia,,821000 [739000-907000],821000.00000,739000.00000,907000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IDN,Indonesia,,823000 [741000-908000],823000.00000,741000.00000,908000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IDN,Indonesia,,824000 [744000-909000],824000.00000,744000.00000,909000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IDN,Indonesia,,826000 [747000-910000],826000.00000,747000.00000,910000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IDN,Indonesia,,829000 [750000-912000],829000.00000,750000.00000,912000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IDN,Indonesia,,833000 [754000-915000],833000.00000,754000.00000,915000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IDN,Indonesia,,836000 [758000-918000],836000.00000,758000.00000,918000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,839000 [761000-920000],839000.00000,761000.00000,920000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,841000 [763000-922000],841000.00000,763000.00000,922000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,843000 [766000-923000],843000.00000,766000.00000,923000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,844000 [768000-923000],844000.00000,768000.00000,923000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,845000 [769000-923000],845000.00000,769000.00000,923000.00000,,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,845000 [770000-923000],845000.00000,770000.00000,923000.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,301 [276-328],301.00000,276.00000,328.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IDN,Indonesia,,370 [331-411],370.00000,331.00000,411.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IDN,Indonesia,,369 [331-409],369.00000,331.00000,409.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IDN,Indonesia,,367 [329-408],367.00000,329.00000,408.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IDN,Indonesia,,366 [328-405],366.00000,328.00000,405.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IDN,Indonesia,,363 [326-402],363.00000,326.00000,402.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IDN,Indonesia,,360 [324-399],360.00000,324.00000,399.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IDN,Indonesia,,357 [321-395],357.00000,321.00000,395.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IDN,Indonesia,,353 [318-390],353.00000,318.00000,390.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IDN,Indonesia,,349 [315-385],349.00000,315.00000,385.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IDN,Indonesia,,345 [312-381],345.00000,312.00000,381.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IDN,Indonesia,,342 [309-376],342.00000,309.00000,376.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IDN,Indonesia,,338 [306-372],338.00000,306.00000,372.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IDN,Indonesia,,335 [303-368],335.00000,303.00000,368.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IDN,Indonesia,,332 [301-365],332.00000,301.00000,365.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,329 [298-361],329.00000,298.00000,361.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,325 [295-357],325.00000,295.00000,357.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,322 [293-353],322.00000,293.00000,353.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,319 [290-349],319.00000,290.00000,349.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,316 [287-345],316.00000,287.00000,345.00000,,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,312 [285-341],312.00000,285.00000,341.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,6.5 [2.8-12],6.50000,2.80000,12.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IDN,Indonesia,,1.7 [0.74-3.1],1.70000,0.74000,3.10000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IDN,Indonesia,,2.2 [0.92-3.9],2.20000,0.92000,3.90000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IDN,Indonesia,,2.8 [1.2-5],2.80000,1.20000,5.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IDN,Indonesia,,3.6 [1.6-6.5],3.60000,1.60000,6.50000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IDN,Indonesia,,4.5 [2-8.2],4.50000,2.00000,8.20000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IDN,Indonesia,,5.7 [2.5-10],5.70000,2.50000,10.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IDN,Indonesia,,6.8 [3-12],6.80000,3.00000,12.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IDN,Indonesia,,7.8 [3.4-14],7.80000,3.40000,14.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IDN,Indonesia,,8.6 [3.8-15],8.60000,3.80000,15.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IDN,Indonesia,,9.3 [4.1-17],9.30000,4.10000,17.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IDN,Indonesia,,9.8 [4.3-18],9.80000,4.30000,18.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IDN,Indonesia,,10 [4.5-18],10.00000,4.50000,18.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IDN,Indonesia,,11 [4.7-19],11.00000,4.70000,19.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IDN,Indonesia,,10 [4.6-19],10.00000,4.60000,19.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,9.8 [4.3-18],9.80000,4.30000,18.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,9.2 [4-16],9.20000,4.00000,16.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,8.6 [3.8-15],8.60000,3.80000,15.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,7.7 [3.4-14],7.70000,3.40000,14.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,7.6 [3.3-14],7.60000,3.30000,14.00000,,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/20,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,7.1 [3.1-13],7.10000,3.10000,13.00000,,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,18000 [7700-32000],18000.00000,7700.00000,32000.00000,,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IDN,Indonesia,,3700 [1600-6600],3700.00000,1600.00000,6600.00000,,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IDN,Indonesia,,4600 [2000-8400],4600.00000,2000.00000,8400.00000,,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IDN,Indonesia,,6000 [2600-11000],6000.00000,2600.00000,11000.00000,,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IDN,Indonesia,,7900 [3400-14000],7900.00000,3400.00000,14000.00000,,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IDN,Indonesia,,10000 [4400-18000],10000.00000,4400.00000,18000.00000,,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1426,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IDN,Indonesia,,13000 [5600-23000],13000.00000,5600.00000,23000.00000,,,
