Sentiment,Text
pos,"So thoughtful! Suka banget sama wanginya. Anyway after that, I supposed to go to illy cafe yg ada di lai lai. Tp salah pencet di gojek. Malah ke illy suhat. Padahal udah ngidam lasagna illy. Yaudah end up makan bimbimbap tp ternyata enak yaaa yg di Aventree ini. https://t.co/Fw8IhyBako"
pos,"Gojek Membantu UMKM dan Pengusaha Pemula Tumbuh di Tengah Pandemi

https://t.co/pNhM9Fw3pR https://t.co/WPdyHg1Jbv"
neg,Rame banget aplikasi gojek disini
pos,@giselabbp Emg ga banyak yg nayangin kak. Beli tiket di gojek aja biar tau tayang dmn aja ??
neg,@le_beliers Mau crot ada gojek
pos,@incoime gojek apa kaak? kl goride aku ada pot.12k sini fee 2k
pos,"RT @David_Wijaya03: Jarang terjadi ini... Hehehe... @WajahPribumiii @v_octania @ArdianZA__ @Zoelv_ikar
https://t.co/SULtuIFd3j"
pos,wkwkwk abis telponan sama mbak-mbak cs gojek??
pos,"Jarang terjadi ini... Hehehe... @WajahPribumiii @v_octania @ArdianZA__ @Zoelv_ikar
https://t.co/SULtuIFd3j"
pos,"@mollynyan12 Kak, semoga lekas pulih kembali yaa tanpa meninggalkan bekas sedikitpun ??????
Semua nominal yg keluar utk berobat & membantu Pak Gojek jg diganti rejeki lain-lain oleh Gusti Alloh."
neg,@RacunBelanja Ga bisa login gojek :(
pos,Ke kantor gojek naik grab
neg,Malu bgt lagi coli diketok abang gojek
neg,@gojekindonesia Min aku mau bertanya kenapa pembayaran gojek untuk layanan gomart tidak bisa pakai link aja min? Sedangkan Gofood GoRide dan Gocar bisa?
neg,kenapa orang orang banyak dapet diskon gojek grab tp w??????
neg,Abang gue nunggu ada promo gojek dulu baru jajanin gue?? https://t.co/24FpMISpNj
neg,@aydenial ni ngajak jalan jalan bukan jadi kang gojek??
pos,"barangkali ada yg mau nitip beli kopi janji jiwa bisa dm yaa. lagi ada promo diskon gede""an, fee nya 2k ajaa ??

bisa cek harga dulu yaa ??

t. wtb wts voc gojek gofood dong

#zonauang https://t.co/ndFHxKEDdk"
pos,#zonauang mau nokos buat gojek drop price ya
pos,"mau verif gojek + gopay. langsung drop fee butuh cepat, wajib ada wa
#zonauang"
pos,@yunokuqis_7 km gojek ya?
neg,@mollynyan12 yaampun kejadiannya mirip ak dulu... pas naik gojek diserempet mobil tp sayangnya mobilnya lari. untung jatohnya pas di depan klinik bs lgsg ditolongin??????
pos,"@smkfess Google, aws, gojek wkwkk"
pos,"Terimakasih Gojek... Atas memberikan pelayanan terbaik... @kurawa
https://t.co/gqTm1qIofs"
neg,"RT @3Le4N012: Kalo kata mintot @GojekOnly apadah lupa gw........ Kalo gak salah

""Customer gojek lebih gojek daripada gojek itu sendiri""

K…"
pos,"Anter barang tanpa repot ? #GoSend-in Aja, dan mulai #HidupTanpaBatas dengan #Gojek follow kita ya di GojekTomohon, kaka"
pos,@Neng_sofyy Siap boosssss... Tapi capek jalan.. Enakan naik gojek aja cepet sampe https://t.co/IxJ3KmSDuq
pos,Ayo connect tokopedia ke gojek https://t.co/p2kX4QbRUt
pos,"wtb otp buat gojek
#zonaba #zonauang"
pos,norak banget ternyata di Gojek ada PeduliLindungi.... https://t.co/64Daz7ujHV
neg,"@BiznetHome tagihannya lagi bermasalah kah? Saya mau coba bayar lewat BCA, Tokopedia, Gojek, gagal semua, akun tidak ditemukan."
pos,"@mftasror enaknyaaa, aku bulan ini full dijajanin grabfood si dari event awal bulan 10.10, makan siang 1 perak, sama terakhir kmrn serba seribu. gojek lagi bau??"
neg,@hirami TENGS TP DI DOM GUE GAADA GOJEK AMA GRAB
neg,@rioinfani IYAAA.. WKWKWK gw tuh mau pap tapi pasti lewat situ posisinya gw di gojek.. Besok2 dah..
pos,Yang laki driver Maxim yang cewe driver gojek ?? ampun dah kisah kasih ojol
neg,berkali kali dikira ba gojek
neg,@RacunBelanja Maaf pot ada yg tau kode promo gojek ga? :(
pos,"RT @rnjn_rere: WTB 
Want to buy 
Pc Renjun boom ver (rj gojek)
Ready ina (atau kr gak papa) 
Good condi, slight damage gak papa juga deh ??…"
neg,@gojekindonesia saya kok gak bisa claim vocer gojek ya? Keterangannya sudah claim tapi di promo belum ada vocernya. Kode vocer gojektoschool
neg,@RacunBelanja kok gojek ku ga ada diskon yang samping itu ya
pos,"@citizenstores aku punya renjun wink, renjun gojek, renjun kepang renjun arrival ????"
neg,gojek gue pelit banget promo
neg,"Kalo kata mintot @GojekOnly apadah lupa gw........ Kalo gak salah

""Customer gojek lebih gojek daripada gojek itu sendiri""

Kalo salah benerin yak ren??asli lupa https://t.co/twmVSgpdG0"
pos,"@MahasiswaUMS Gojek, shopee, wa + temen yang fastresp :V"
pos,"Naik gojek sambil pegang bekel bcoz isinya nasi & sayur lodeh, tkut tumpah kalo ditaro tas wekwek https://t.co/LKR2wlMKWb"
neg,@RacunBelanja Gojek ane bau bgt gapernah ada voucher diskon yaelah
neg,@RacunBelanja @andikabustani kenapa gojek gue gak pernah dapet voucher gini gini sih heraaaaannn..
pos,@alyshagives Semoga aja winner https://t.co/GnA4ix0yM1
pos,@MahasiswaUMS Udah pasti gojek grab
pos,@MahasiswaUMS gojek grab lah
pos,@Gojek_official @memefess Ini semua ojol jadi 1 sattt
pos,"@incess_juli99 @ilyoci mksd dia metland tambun sist klo Cileungsi kejauhan ceunah huhu tp emg dimana mana buka cabang ko, cuma 15k berlaku Dine in aja klo take away sama gojek beda  harga"
neg,"@gojekindonesia min, saya mau verifikasi email di akun gojek saya tapi gak bisa karena sudah terdaftar email saya. Solusinya gimana min?"
pos,@ilyoci @vivyvoy Di kota wisata ada si kalo di gojek grab gt .
pos,@collegemenfess waduhh mending naik gojek dah
neg,"Gojek : ka magang yaa kelas berapa?
Gue : pak maaf tapi saya pegawai di ***
Gojek : loh saya kira kakak masih sma soalnya badannya kecil
Gue : saya udh 21 pak??"
neg,Suka kesel sama driver gojek yg ngenyel dikasi tau ??
pos,"@collegemenfess Btw aku jg tim pp. Perjalanan dari rumah ke kampus +- 1,5 jam. Aku naik kendaraan umum biar bisa tidur di jalan, kalo bawa motor takutnya cape trs ngantuk kan bahaya:( ongkos pp nya +- 50k, tapi kalo lg ada promo gojek, paling cm 30k doang??"
pos,"@elizabe02953062 Hai kak, bisa diinformasikan nomor telepon dan e-mail yang terdaftar pada aplikasi Gojek melalui DM, agar kami bantu cek. Terima kasih -IC"
neg,Split bill pas first date aja kok ribut sih. Gue lebih mempermasalahkan ongkos gojek dari st.sudirman ke plaza kuningan ngapa skrg jd 15rb sik?? Naek seribu perak matters tauuk.
pos,@collegemenfess gue sma 3 taun jadi udh ±20-30jtan abis di gojek ??
pos,RT @infoPKU: Yuk berangkat beraktivitas weekend ini bareng Gojek! Redeem kode promo GOPAYHEMAT50 yahh supaya kalian bisa dapetin voucher po…
pos,"@gojekindonesia Permisi, izin bertanya. Untuk pengajuan proposal sponsorship kepada Gojek Indonesia prosedurnya bagaimana ya? Terima kasih."
neg,"@collegemenfess Klo gojek sebesar itu,ap g mending ngkos aja"
neg,@collegemenfess cukup tapi kata w mending beli motor daripada gojek 45k/hari. dulu gue sma abis seminggu ±250k buat gojek doang. sebulan udh hampir sejuta sendiri. skrg w baru ngeh kalo dua semester kek haloooo 12jt??????
neg,@bertanyarl aku pernah punya pengalaman sama sekali tidak darah tinggi jki di gojek tertutup rapat dan bernafas lega karena itu sim ma ktp ku dh beres kita prg ke tmpt lain yang hebat dan bernafas lega
pos,bela2in ke kampus naek gojek pas sampe dosennya gaada
neg,"@collegemenfess ongkos gojek lumayan yaa, mungkin cukup si nderr. Brrt makan masih ortu juga kan?"
neg,"RT @BukuProgresif: INFO GEGER GEDHEN: Kompas vs Gojek.

Apakah yg dimaksud ini? Koran Kompas diparodikan jadi Koran Somplak untuk kepenting…"
pos,"RT @junpiganteng: Bermula Jihoon memesan ojek online, dari situ dia menemukan cita pertama nya.

Gojek - Soonhoon au. https://t.co/yn9jBFWO…"
pos,"@sof1azara03 @Jixe Bismillah, semoga aja winner https://t.co/jxIwy7HxwX"
pos,RT @Ijenddongie: ada yg masih cari gojek ga?? Renjun boom mksdnya aku ada double msu di sell 1 tp slight nya lumayan blm mau sell skrg masi…
pos,@hasnanuri Naik gojek trs ke cirebon bisa has gas4
pos,"Saking tetangga lebih kenal nama Aya dibanding Dwi..
Asal ada gojek atas nama Dwi, susah bgt nyampe nya.. kata kang gojek tetangga gaada yg tau Dwi"
pos,RT @DeniRamadhianto: @om_angger @gojekindonesia Mungkin tim gojek udh minta ijin kali ke komando pastu cuma elunya yg gatau karena dianggap…
pos,"@inganggita suami : gojek
istri : shopeefood
compare harga dan promo

simple sebenarnya, tapi memakan waktu 30 menitan ??

urusan perut buatku, tidak sesimple gambaran pria di atas wkwk."
neg,"@cakkecaine teu pira anying 75 wkwkwkw 
ka gantian atuh ku sia ge nga shopefood nga gojek ku duid gaji ge ka gantian asa teu kudu di tagih 
ripuh amat kawan"
neg,Selamat pagi semuanya kecuali abang gojek yg tali helmnya susah dibuka.
pos,pagi ini dapet driver gojek ramah bgtttt!! moodbooster bgt ??????
pos,@FOODFESS2 Apakah kamu tidak punya teman lain yg bisa dibagi kirimin pakai gojek nder? ??
pos,@gopayindonesia Bisa order produk gojek pakai Gopay Poin dr tokped ?
pos,"@leehrunjae walah ternyata ka hyunjae kerja sampingan jdi bang gojek yak :"""
pos,Yang tau kode promo gojek dongg rep ya
pos,"WTS voucher gosend diskon 50% maks Rp 20.000 (deskripsi silakan liat di pict) 

?? : 1.500 per voucher 

please mention/reply after dm <3

t. voucher gosend gojek diskon 50% maks Rp 20.000 #zonauang #zonaba #zonabu https://t.co/SNmAOQrkTW"
pos,@246SMF NAIK GOJEK AYANG HEH. TU DIMANA
pos,Ada yang baru2 ini pernah nyoba top up gojek pake metode transfer ke bank permata?
pos,@246SMF NAIK GOJEK AYO
pos,"@Dhaa67823844 Hai kak, mohon maaf sebelumnya. Bisa diinformasikan nomor telepon dan e-mail yang terdaftar pada aplikasi Gojek melalui DM, agar kami bantu cek. Terima kasih -IC"
pos,"Pake #Go-Ride, lebih dekat dan lebih mudah
Download #Gojek, dan mulai #HidupTanpaBatas di Tomohon ##HidupTanpaBatas #GojekTomohon"
pos,"MALU BANGET HARUSNYA BILANG BELOK KANAN MALAH BELOK KIRI, MANA ABANG GOJEK NYA KETAWA??????"
neg,@gojekindonesia Mohon bantuannya minn akun gojek saya terblokir. Padahal akun saya tersambung dengan prakerja.
pos,langsung panik balek pakek gojek untung harge ee da turon https://t.co/b9Mh8SFPar
pos,@gojekindonesia saya mau delete account gojek gmn caranya ya? Bisa bantu?
pos,@246SMF heh tanyain anjr biar lo enak nyari gojek atau gimana
pos,hp gua cuman ada notif gojek :) itu juga gua gk ada duit njir
pos,@246SMF terus sekarang gmana? kenapa ga naik gojek aja sha?
pos,Dah nyampek aj td pas mo brangkat2 gojek dtg https://t.co/KLTTR3LaiO
pos,verif gojek sm pinnya jg #zonauang
pos,"Njeh jalan  17 km krn ga nemu taksi ??????

Salah satu hal yg bikin kangen Indo/jakarta kalo lagi disana, buset jalan jauh bener yak, kalo dikita mas2 ojeg disetiap pengkolan, skrg lebih dimanjain pake gojek ??"
neg,"@bogorfess_ Kalo gojek jarak 6km no promo kena 18k bolak balik 36k
Kalo seminggu 4 hari berarti jatohnya sebulan 16 hari 36k x 16 hari = 576k.jatohnya kemahalan sih 750k"
pos,mauu verif gojek sm pinnya sekalian #zonauang
pos,"@usernameterbaru eh iya salad buahh, kemaren diskon gtu di gojek, beli di sinii
https://t.co/cxBXxJVZSl

tapi blm termasuk ongkir ekekekekkekekek"
neg,"@saythequeenie Hai kak, betul kak untuk saat ini jago 0% belum bisa dihubungkan dengan gojek"
pos,@memefess Ini ya? https://t.co/Wn2PiypdwP
pos,"@convomf Hi kak, pilih film & jam tayang sm kursinya dimana.
 sediain saldo sesuai sm harga tiketnya dl ya, nnt mba kasir kasih qr code buat di scan.. klik bayar d app gojek, arahin kamera ke qr dan apply promo (nnt ada pilihan dan diajarin) masukin pin, done ntar CB saldo lgsg masuk ^^"
pos,"tujuan sama, ongkir beda jauh. i love gojek to the pondok aren and back. https://t.co/aw1zz0pKAr"
pos,@jadijago berati gojek juga untuk yg interest only?
pos,@sikkeureooo @bagussmuhammad @namasaya_windy @RacunBelanja @gojekindonesia Kemarin aku begitu juga karena sempet login-logout akun gojek. Langsung ajuin laporan di aplikasinya dan ditanganin ampe selesai hari itu juga https://t.co/sTwmCfyvEm
pos,"@twitkocheng Yang kiri circle aiphone user, yg kanan winduws phone user,"
pos,"Selain membantu perekonomian Indonesia secara negara, mudah-mudahan para driver gojek secara individual juga terbantu perekonomiannya. https://t.co/rppNu65Nhq"
